                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.2591,                 0.8849,                0.99899,                0.73554,                 0.7378,                0.77119,                0.46506,                 1.2137,                0.84577,                 1.0008,              0.0098391,              0.0098391,              0.0098391
                     15,                 1.2346,                0.86434,                 1.0014,                0.80581,                0.73168,                0.80166,                0.51336,                  1.164,                 0.7826,                0.98603,              0.0098268,              0.0098268,              0.0098268
                     16,                  1.215,                0.83898,                0.98638,                0.85232,                0.70667,                0.80219,                0.49989,                 1.2127,                0.82808,                0.99878,              0.0098144,              0.0098144,              0.0098144
                     17,                 1.2274,                0.84268,                0.99664,                0.83189,                0.74439,                0.81867,                0.50695,                 1.1577,                0.76724,                0.97527,               0.009802,               0.009802,               0.009802
                     18,                 1.1829,                0.80623,                0.98441,                 0.8432,                0.70696,                0.79742,                0.49676,                 1.1665,                0.79739,                0.99216,              0.0097896,              0.0097896,              0.0097896
                     19,                 1.1734,                0.80058,                0.97764,                0.80968,                0.76903,                0.81275,                 0.5199,                 1.1293,                0.75207,                0.97619,              0.0097773,              0.0097773,              0.0097773
                     20,                  1.163,                0.78352,                0.97899,                0.83754,                0.75519,                0.80921,                0.50514,                 1.1322,                0.73433,                0.97899,              0.0097649,              0.0097649,              0.0097649
                     21,                 1.1752,                0.78065,                0.97762,                0.81314,                0.75343,                 0.8013,                0.49897,                 1.1501,                  0.768,                0.98413,              0.0097525,              0.0097525,              0.0097525
                     22,                 1.1453,                0.76893,                0.96867,                0.88584,                0.74916,                0.82159,                0.51535,                 1.1314,                0.73584,                 0.9756,              0.0097401,              0.0097401,              0.0097401
                     23,                 1.1649,                0.75696,                0.97547,                0.81203,                0.76073,                0.80754,                0.51724,                 1.1308,                0.77188,                0.98072,              0.0097278,              0.0097278,              0.0097278
                     24,                 1.1408,                 0.7344,                0.96421,                0.77289,                0.77546,                0.82601,                0.54293,                 1.0858,                0.69787,                0.95815,              0.0097154,              0.0097154,              0.0097154
                     25,                 1.1303,                0.72641,                0.96963,                0.88323,                0.69513,                0.78211,                0.47992,                  1.144,                0.74619,                0.97847,               0.009703,               0.009703,               0.009703
                     26,                 1.1165,                0.72794,                0.96167,                 0.8626,                0.74388,                0.82408,                0.53622,                 1.1033,                0.75125,                0.97019,              0.0096906,              0.0096906,              0.0096906
                     27,                 1.1253,                0.72595,                0.96729,                0.85505,                0.78393,                0.83586,                0.52863,                  1.104,                0.70134,                 0.9661,              0.0096783,              0.0096783,              0.0096783
                     28,                 1.1257,                0.72269,                0.96158,                0.88115,                0.76865,                0.83341,                0.54453,                 1.1049,                0.69628,                0.96397,              0.0096659,              0.0096659,              0.0096659
                     29,                 1.1189,                0.71507,                0.96034,                0.83554,                0.78156,                0.84473,                0.52683,                 1.1169,                0.69585,                0.97095,              0.0096535,              0.0096535,              0.0096535
                     30,                 1.0886,                0.69854,                0.94697,                0.83858,                0.76074,                0.81172,                0.52744,                 1.0945,                0.70468,                0.96581,              0.0096411,              0.0096411,              0.0096411
                     31,                 1.0789,                0.68897,                0.95257,                0.86335,                 0.7769,                0.85655,                0.53626,                 1.1013,                0.67972,                0.96933,              0.0096288,              0.0096288,              0.0096288
                     32,                 1.0829,                0.68664,                 0.9575,                0.89171,                0.75524,                0.83114,                0.52567,                 1.1038,                 0.6844,                0.97854,              0.0096164,              0.0096164,              0.0096164
                     33,                 1.0779,                0.69051,                0.94675,                0.87659,                0.72289,                0.80977,                0.51604,                 1.1164,                 0.7109,                0.96961,               0.009604,               0.009604,               0.009604
                     34,                 1.0626,                0.67201,                0.94966,                0.89444,                 0.7468,                0.83127,                0.53209,                 1.0935,                0.67866,                0.97118,              0.0095916,              0.0095916,              0.0095916
                     35,                 1.0737,                0.67554,                0.94284,                0.82087,                0.79503,                0.82576,                0.54587,                 1.0624,                 0.6701,                0.95494,              0.0095793,              0.0095793,              0.0095793
                     36,                 1.0552,                0.65464,                0.94201,                0.82936,                0.79948,                0.83073,                0.54398,                 1.0681,                0.69445,                0.96437,              0.0095669,              0.0095669,              0.0095669
                     37,                 1.0438,                 0.6532,                0.93548,                0.85446,                 0.7591,                0.81178,                0.54153,                 1.0442,                0.65512,                0.95942,              0.0095545,              0.0095545,              0.0095545
                     38,                 1.0354,                0.64695,                0.93847,                0.86309,                0.75912,                 0.8133,                0.53028,                 1.0684,                0.68117,                0.96332,              0.0095421,              0.0095421,              0.0095421
                     39,                 1.0135,                0.62931,                0.93099,                0.83217,                0.74992,                 0.8101,                0.53701,                 1.0547,                 0.6757,                0.96153,              0.0095298,              0.0095298,              0.0095298
                     40,                 1.0118,                 0.6295,                0.92975,                0.85067,                 0.7889,                0.84151,                0.53516,                 1.0474,                0.68204,                0.95529,              0.0095174,              0.0095174,              0.0095174
                     41,                 1.0067,                0.62702,                0.93108,                0.86055,                0.74743,                0.82957,                0.54145,                  1.075,                0.66668,                0.96396,               0.009505,               0.009505,               0.009505
                     42,                 1.0085,                0.62751,                0.92805,                0.86188,                0.76183,                0.83353,                0.53898,                 1.0628,                0.63377,                0.95775,              0.0094926,              0.0094926,              0.0094926
                     43,                0.99433,                0.61604,                0.92618,                0.86861,                0.75577,                0.82722,                0.54274,                 1.0354,                0.64644,                0.95305,              0.0094803,              0.0094803,              0.0094803
                     44,                 1.0003,                0.61299,                0.92851,                0.86949,                0.79119,                0.85558,                0.56347,                 1.0315,                0.62596,                0.95448,              0.0094679,              0.0094679,              0.0094679
                     45,                 1.0087,                0.62201,                0.92857,                0.83217,                 0.8001,                0.83951,                 0.5435,                 1.0514,                0.63139,                0.95159,              0.0094555,              0.0094555,              0.0094555
                     46,                0.99635,                0.62116,                0.92498,                 0.9049,                0.76008,                0.84264,                0.55714,                 1.0459,                0.61298,                0.95715,              0.0094431,              0.0094431,              0.0094431
                     47,                0.98215,                0.60695,                0.92471,                0.88138,                0.78929,                 0.8396,                0.54481,                 1.0409,                0.64023,                0.95285,              0.0094307,              0.0094307,              0.0094307
                     48,                0.98978,                0.60718,                0.92634,                0.87315,                0.81037,                0.85857,                 0.5632,                 1.0398,                0.63038,                0.95548,              0.0094184,              0.0094184,              0.0094184
                     49,                 0.9858,                0.59999,                0.91892,                0.84167,                0.77466,                0.83046,                0.53988,                 1.0359,                0.63692,                0.95778,               0.009406,               0.009406,               0.009406
                     50,                0.96772,                0.60122,                0.92226,                0.85048,                0.79055,                0.83808,                0.54793,                 1.0303,                0.60975,                0.95719,              0.0093936,              0.0093936,              0.0093936
                     51,                0.96486,                0.58855,                0.92087,                0.90909,                0.78667,                0.84289,                0.55926,                 1.0235,                0.62084,                0.95488,              0.0093813,              0.0093813,              0.0093813
                     52,                0.98106,                0.60378,                0.92123,                0.86659,                0.76786,                 0.8414,                0.54086,                 1.0496,                0.63166,                0.96054,              0.0093689,              0.0093689,              0.0093689
                     53,                0.95308,                0.58074,                0.91152,                0.83629,                 0.7972,                0.84588,                0.55226,                 1.0372,                0.63947,                 0.9609,              0.0093565,              0.0093565,              0.0093565
                     54,                0.97004,                0.59252,                0.91652,                 0.8832,                0.80444,                0.83582,                0.55828,                 1.0199,                0.61013,                 0.9569,              0.0093441,              0.0093441,              0.0093441
                     55,                0.93784,                0.57866,                0.91123,                0.91624,                0.73553,                 0.8491,                0.57109,                 1.0241,                0.61433,                 0.9502,              0.0093317,              0.0093317,              0.0093317
                     56,                0.94573,                 0.5684,                0.91339,                0.87499,                 0.7408,                0.83114,                0.55463,                 1.0073,                0.63208,                0.95008,              0.0093194,              0.0093194,              0.0093194
                     57,                0.94242,                0.57701,                0.91308,                0.88773,                0.75593,                0.83315,                0.55269,                 1.0323,                0.62307,                0.96002,               0.009307,               0.009307,               0.009307
                     58,                  0.934,                0.57608,                0.90887,                 0.8281,                0.82484,                0.84346,                0.56808,                 1.0074,                0.60301,                0.94952,              0.0092946,              0.0092946,              0.0092946
                     59,                0.92601,                0.56525,                0.90468,                0.91421,                0.75863,                 0.8419,                0.56535,                 1.0038,                0.61817,                0.94825,              0.0092823,              0.0092823,              0.0092823
                     60,                0.93526,                0.57195,                0.91045,                0.85114,                   0.82,                0.85084,                0.56255,                0.99539,                0.58862,                0.95423,              0.0092699,              0.0092699,              0.0092699
                     61,                0.92074,                0.56624,                0.91018,                0.91091,                0.75634,                0.85645,                0.58547,                0.99318,                0.58658,                0.94412,              0.0092575,              0.0092575,              0.0092575
                     62,                0.92746,                0.56134,                0.90896,                0.85325,                0.83354,                0.86692,                0.58394,                0.99677,                 0.5917,                0.95003,              0.0092451,              0.0092451,              0.0092451
                     63,                0.92583,                0.56398,                0.90619,                0.85663,                0.79204,                0.83735,                0.55952,                 1.0237,                 0.6178,                0.95946,              0.0092327,              0.0092327,              0.0092327
                     64,                 0.9143,                0.55232,                 0.9036,                 0.8639,                0.78999,                0.84238,                0.55202,                0.98679,                0.60013,                0.94969,              0.0092204,              0.0092204,              0.0092204
                     65,                0.92524,                0.56628,                 0.9049,                0.83726,                0.77246,                0.82394,                0.54091,                 1.0243,                0.61986,                 0.9559,               0.009208,               0.009208,               0.009208
                     66,                0.89511,                0.55236,                0.90155,                0.87527,                0.77454,                0.84773,                0.56405,                0.98945,                0.61654,                0.94916,              0.0091956,              0.0091956,              0.0091956
                     67,                0.90916,                0.55753,                 0.9051,                0.86925,                0.79939,                0.84344,                0.56098,                0.97967,                0.60012,                0.94364,              0.0091833,              0.0091833,              0.0091833
                     68,                0.87798,                0.53752,                0.89763,                0.91036,                0.74741,                0.84393,                0.57412,                0.98429,                0.57998,                0.94976,              0.0091709,              0.0091709,              0.0091709
                     69,                0.90371,                0.54996,                0.90124,                0.87142,                0.78844,                0.85517,                0.56955,                0.98648,                0.60081,                0.94779,              0.0091585,              0.0091585,              0.0091585
                     70,                0.88088,                0.54246,                0.89853,                0.91257,                0.81628,                0.87016,                0.58372,                0.96364,                0.56925,                0.94294,              0.0091461,              0.0091461,              0.0091461
                     71,                0.88918,                0.54543,                0.90104,                0.86717,                0.81344,                0.86198,                0.59093,                0.97935,                0.58211,                0.93985,              0.0091337,              0.0091337,              0.0091337
                     72,                 0.8959,                0.53858,                0.89651,                0.85172,                0.81924,                0.85092,                0.56191,                0.99015,                0.60967,                0.94796,              0.0091214,              0.0091214,              0.0091214
                     73,                0.89214,                0.54292,                0.89937,                 0.8638,                0.82387,                0.87708,                0.60311,                0.96524,                0.57153,                0.94327,               0.009109,               0.009109,               0.009109
                     74,                0.86829,                0.53572,                0.89745,                0.85052,                0.81558,                0.85018,                 0.5807,                0.95548,                0.57642,                0.94227,              0.0090966,              0.0090966,              0.0090966
                     75,                0.87605,                0.53065,                0.89229,                0.87641,                0.79712,                0.85252,                0.56903,                0.96365,                0.58699,                0.94434,              0.0090843,              0.0090843,              0.0090843
                     76,                0.86991,                0.53368,                 0.8886,                0.87976,                0.79116,                0.83525,                0.57808,                0.95922,                0.59067,                0.93903,              0.0090719,              0.0090719,              0.0090719
                     77,                0.87338,                0.53163,                 0.8947,                0.87364,                 0.7944,                0.85753,                0.57708,                0.97424,                0.57777,                0.95305,              0.0090595,              0.0090595,              0.0090595
                     78,                0.87562,                0.52763,                0.89873,                0.85856,                0.81045,                0.85537,                0.56622,                0.96623,                0.59063,                0.94344,              0.0090471,              0.0090471,              0.0090471
                     79,                0.85857,                 0.5198,                0.89115,                0.87385,                0.78831,                0.83745,                0.57073,                0.96133,                0.59299,                 0.9467,              0.0090347,              0.0090347,              0.0090347
                     80,                 0.8507,                0.51505,                0.88828,                 0.8958,                0.78615,                0.85834,                0.58723,                0.95355,                0.58506,                0.94492,              0.0090224,              0.0090224,              0.0090224
                     81,                0.84904,                0.52231,                0.89123,                0.87698,                0.80147,                 0.8432,                0.57018,                0.94747,                0.59452,                0.93592,                0.00901,                0.00901,                0.00901
                     82,                0.85033,                0.51848,                0.89369,                  0.877,                0.81182,                0.86671,                0.58786,                0.94797,                0.56839,                0.94167,              0.0089976,              0.0089976,              0.0089976
                     83,                0.85215,                0.52519,                0.89478,                0.88614,                 0.7956,                0.83906,                  0.573,                0.96876,                0.59612,                0.95064,              0.0089853,              0.0089853,              0.0089853
                     84,                0.85742,                0.52083,                0.88979,                0.89891,                0.79184,                0.85164,                0.57209,                 0.9616,                0.58221,                0.94969,              0.0089729,              0.0089729,              0.0089729
                     85,                0.84966,                0.51665,                0.88752,                0.86544,                0.79376,                0.84083,                0.56977,                0.96314,                 0.5963,                0.94571,              0.0089605,              0.0089605,              0.0089605
                     86,                0.84974,                 0.5194,                0.88884,                0.88585,                0.81505,                0.86149,                0.56692,                0.96828,                0.57901,                0.94838,              0.0089481,              0.0089481,              0.0089481
                     87,                0.83081,                0.50762,                0.88253,                0.89874,                0.82461,                0.86267,                0.57448,                0.94835,                0.57119,                0.93741,              0.0089358,              0.0089358,              0.0089358
                     88,                0.84097,                0.50109,                0.88146,                0.90548,                0.82636,                0.87148,                0.58272,                0.93989,                0.56295,                 0.9432,              0.0089234,              0.0089234,              0.0089234
                     89,                0.83232,                 0.5079,                0.88608,                0.92371,                0.82208,                0.87804,                 0.5896,                0.94836,                0.56938,                0.94427,               0.008911,               0.008911,               0.008911
                     90,                0.84983,                0.51212,                0.89074,                0.87477,                0.83608,                0.86486,                0.57987,                0.95183,                0.57765,                0.94506,              0.0088986,              0.0088986,              0.0088986
                     91,                 0.8358,                0.50534,                0.88301,                0.89759,                0.81219,                0.87875,                0.60298,                0.93302,                0.57242,                0.93866,              0.0088863,              0.0088863,              0.0088863
                     92,                0.83197,                  0.506,                0.88595,                0.92538,                0.79843,                0.86993,                0.59932,                0.92938,                0.55488,                0.93843,              0.0088739,              0.0088739,              0.0088739
                     93,                0.83316,                0.50763,                0.88029,                0.89544,                0.83055,                 0.8807,                0.60038,                0.94595,                0.56435,                0.94052,              0.0088615,              0.0088615,              0.0088615
                     94,                0.82946,                0.50772,                 0.8858,                0.87581,                0.81641,                0.86764,                0.59158,                0.95618,                0.59242,                0.93992,              0.0088491,              0.0088491,              0.0088491
                     95,                0.83057,                0.51644,                0.88413,                0.90821,                0.81986,                0.88026,                 0.5962,                0.93679,                0.56584,                0.93583,              0.0088368,              0.0088368,              0.0088368
                     96,                0.81589,                0.49659,                0.87921,                0.90157,                0.81737,                 0.8749,                0.59804,                0.92696,                 0.5596,                0.93722,              0.0088244,              0.0088244,              0.0088244
                     97,                 0.8235,                0.49454,                0.87699,                0.89859,                0.80338,                0.85599,                0.59888,                0.91086,                 0.5548,                0.93204,               0.008812,               0.008812,               0.008812
                     98,                0.80497,                0.48678,                 0.8758,                0.89771,                0.80072,                0.86103,                0.59448,                0.90309,                 0.5544,                0.93409,              0.0087996,              0.0087996,              0.0087996
                     99,                0.81478,                0.49533,                0.87922,                0.92496,                0.80666,                0.86012,                0.58294,                0.92648,                0.57274,                0.93832,              0.0087872,              0.0087872,              0.0087872
                    100,                0.80891,                 0.4969,                0.88499,                0.90581,                0.81961,                0.87085,                0.59709,                0.92735,                0.55026,                 0.9377,              0.0087749,              0.0087749,              0.0087749
                    101,                0.82046,                0.50111,                0.87918,                0.88187,                0.82384,                0.87288,                0.61416,                0.92155,                0.55438,                0.93452,              0.0087625,              0.0087625,              0.0087625
                    102,                0.80685,                0.49669,                0.87916,                0.89182,                0.79835,                0.85597,                0.58015,                 0.9551,                0.57071,                0.94496,              0.0087501,              0.0087501,              0.0087501
                    103,                0.80329,                  0.491,                 0.8744,                0.86492,                0.79885,                0.87037,                0.60197,                0.91107,                0.55101,                0.93802,              0.0087378,              0.0087378,              0.0087378
                    104,                0.80837,                0.48913,                0.87746,                0.86192,                0.83205,                0.86341,                0.58872,                0.91196,                0.55104,                0.93769,              0.0087254,              0.0087254,              0.0087254
                    105,                0.81609,                0.49646,                0.87874,                 0.8936,                0.81289,                 0.8604,                0.60049,                0.90542,                0.56498,                0.93178,               0.008713,               0.008713,               0.008713
                    106,                0.79117,                0.47262,                  0.877,                0.91652,                0.80747,                0.85597,                0.58441,                0.92921,                0.57125,                0.93996,              0.0087006,              0.0087006,              0.0087006
                    107,                0.79351,                0.48239,                0.87314,                0.90643,                 0.8339,                0.87365,                0.60444,                0.90367,                0.54633,                0.93652,              0.0086882,              0.0086882,              0.0086882
                    108,                 0.7853,                0.47794,                 0.8755,                0.88685,                0.80618,                0.85224,                0.59658,                0.91127,                0.55832,                0.93618,              0.0086759,              0.0086759,              0.0086759
                    109,                0.78415,                0.48073,                0.87101,                0.91963,                0.79598,                0.85301,                0.58328,                0.92247,                0.55573,                0.93893,              0.0086635,              0.0086635,              0.0086635
                    110,                0.78465,                0.48112,                0.87357,                0.89898,                0.79681,                0.85735,                0.58895,                0.90439,                0.56212,                0.93641,              0.0086511,              0.0086511,              0.0086511
                    111,                0.77902,                0.47823,                 0.8742,                0.88731,                0.83591,                0.87731,                 0.6065,                0.88045,                0.54322,                0.92763,              0.0086388,              0.0086388,              0.0086388
                    112,                0.78467,                0.47559,                 0.8728,                0.91245,                0.79045,                0.86743,                0.60434,                0.88584,                0.54473,                0.92976,              0.0086264,              0.0086264,              0.0086264
                    113,                0.78734,                0.48057,                0.87506,                0.90221,                0.82065,                0.86472,                0.59096,                0.92519,                0.55956,                0.93508,               0.008614,               0.008614,               0.008614
                    114,                 0.7746,                0.47311,                0.87284,                0.90429,                0.80109,                0.86084,                0.59829,                0.89917,                0.56465,                 0.9319,              0.0086016,              0.0086016,              0.0086016
                    115,                0.79238,                0.47459,                0.87446,                0.89419,                 0.8078,                0.86753,                0.58783,                0.90663,                0.55467,                0.93762,              0.0085893,              0.0085893,              0.0085893
                    116,                 0.7584,                0.46739,                0.87015,                 0.9133,                0.78579,                0.87343,                 0.5926,                0.88996,                0.55922,                0.92917,              0.0085769,              0.0085769,              0.0085769
                    117,                0.78281,                0.47105,                0.86892,                0.91502,                0.78666,                0.86254,                0.59983,                0.90012,                0.53774,                0.93582,              0.0085645,              0.0085645,              0.0085645
                    118,                0.76405,                0.46293,                0.86823,                0.82941,                0.83922,                0.85937,                0.60613,                0.88284,                0.55412,                0.93355,              0.0085521,              0.0085521,              0.0085521
                    119,                0.77535,                0.48052,                0.87156,                0.90291,                0.80747,                  0.867,                 0.6112,                0.86093,                0.53901,                0.92262,              0.0085398,              0.0085398,              0.0085398
                    120,                0.77187,                0.47162,                0.86833,                0.89985,                0.80808,                0.86272,                0.59348,                0.86858,                0.55101,                0.92679,              0.0085274,              0.0085274,              0.0085274
                    121,                0.76541,                0.47111,                0.87052,                0.90329,                0.81026,                0.87065,                0.60157,                0.88436,                0.54638,                0.92526,               0.008515,               0.008515,               0.008515
                    122,                0.76581,                  0.461,                0.86395,                0.89072,                0.80008,                0.86482,                0.60626,                0.86709,                0.54423,                0.92389,              0.0085026,              0.0085026,              0.0085026
                    123,                0.74843,                0.46175,                0.86526,                0.92715,                0.77915,                0.88024,                 0.6277,                0.86758,                0.52997,                0.92836,              0.0084903,              0.0084903,              0.0084903
                    124,                0.75535,                0.46185,                0.86883,                0.89667,                0.79899,                0.86497,                0.60506,                0.89189,                 0.5489,                0.93526,              0.0084779,              0.0084779,              0.0084779
                    125,                0.76245,                0.46779,                0.87014,                0.92017,                0.80415,                0.86785,                0.61081,                0.86831,                0.53814,                0.93079,              0.0084655,              0.0084655,              0.0084655
                    126,                0.75586,                0.45846,                0.86665,                0.87127,                0.81943,                0.87025,                0.60286,                0.84559,                0.55165,                0.91684,              0.0084531,              0.0084531,              0.0084531
                    127,                0.76446,                0.46904,                0.86952,                 0.8632,                0.82792,                 0.8626,                0.60994,                 0.8661,                0.53527,                0.92529,              0.0084408,              0.0084408,              0.0084408
                    128,                0.74794,                0.45565,                  0.865,                0.86423,                0.81922,                0.85994,                0.60072,                0.87287,                0.53145,                 0.9294,              0.0084284,              0.0084284,              0.0084284
                    129,                0.77095,                0.46563,                0.86585,                0.92627,                0.80784,                0.88013,                0.61385,                0.86864,                0.52507,                0.92348,               0.008416,               0.008416,               0.008416
                    130,                0.74532,                0.45365,                 0.8675,                0.93064,                0.82686,                0.89063,                0.61837,                0.88299,                0.52715,                 0.9272,              0.0084036,              0.0084036,              0.0084036
                    131,                0.74976,                0.45823,                0.86529,                0.87102,                0.84467,                0.88166,                0.61707,                0.86391,                0.52817,                 0.9219,              0.0083913,              0.0083913,              0.0083913
                    132,                0.75374,                0.45539,                0.86569,                0.89442,                0.82119,                 0.8765,                0.61594,                0.86022,                0.52235,                0.92092,              0.0083789,              0.0083789,              0.0083789
                    133,                0.74553,                0.45936,                 0.8645,                0.93148,                0.80198,                0.86881,                0.61556,                0.85387,                0.52183,                0.92278,              0.0083665,              0.0083665,              0.0083665
                    134,                0.73685,                0.45605,                0.86648,                0.91548,                0.80387,                0.87839,                0.61398,                0.85696,                0.53011,                0.91977,              0.0083541,              0.0083541,              0.0083541
                    135,                0.73711,                0.45073,                0.86341,                0.92223,                0.81223,                0.88793,                0.61613,                0.87007,                 0.5222,                0.93174,              0.0083418,              0.0083418,              0.0083418
                    136,                0.73702,                0.45341,                0.86559,                0.91442,                0.83045,                0.89223,                0.61989,                0.86998,                0.51424,                 0.9297,              0.0083294,              0.0083294,              0.0083294
                    137,                0.74333,                0.45618,                0.86407,                0.86295,                 0.8232,                0.86877,                 0.6129,                 0.8694,                0.54752,                0.92916,               0.008317,               0.008317,               0.008317
                    138,                0.73399,                0.44875,                 0.8584,                0.88976,                0.83431,                 0.8778,                0.62506,                0.85396,                0.52899,                0.92138,              0.0083046,              0.0083046,              0.0083046
                    139,                0.71643,                0.44017,                 0.8593,                0.90673,                0.81896,                0.87721,                0.61827,                0.87722,                 0.5267,                0.93058,              0.0082922,              0.0082922,              0.0082922
                    140,                0.73286,                0.44103,                0.86663,                0.84961,                0.83114,                0.86375,                0.61651,                0.84694,                0.53127,                0.92332,              0.0082799,              0.0082799,              0.0082799
                    141,                 0.7444,                0.45247,                0.86481,                0.90089,                 0.8305,                0.87642,                0.61149,                0.85714,                0.52264,                 0.9234,              0.0082675,              0.0082675,              0.0082675
                    142,                0.73201,                 0.4476,                0.85972,                0.88942,                0.84567,                0.88292,                0.62107,                 0.8694,                0.51793,                0.92523,              0.0082551,              0.0082551,              0.0082551
                    143,                0.72481,                0.44676,                0.86317,                0.91674,                0.80873,                0.88592,                0.62298,                0.84752,                0.51257,                0.92571,              0.0082428,              0.0082428,              0.0082428
                    144,                0.71759,                0.43613,                 0.8576,                0.90818,                0.82329,                0.89081,                0.62527,                0.85616,                0.52588,                0.92657,              0.0082304,              0.0082304,              0.0082304
                    145,                0.72047,                0.44748,                0.85785,                 0.8759,                0.83901,                0.88145,                0.61211,                 0.8505,                0.52618,                0.92485,               0.008218,               0.008218,               0.008218
                    146,                0.72064,                0.44441,                0.86236,                0.89668,                0.85168,                0.88032,                0.61188,                0.86093,                0.52427,                0.93047,              0.0082056,              0.0082056,              0.0082056
                    147,                0.72263,                0.44334,                0.86173,                0.91394,                0.83344,                0.88109,                0.62464,                0.86131,                0.52156,                0.92736,              0.0081932,              0.0081932,              0.0081932
                    148,                0.71534,                 0.4421,                0.85739,                0.89114,                0.83699,                 0.8812,                 0.6191,                0.84482,                0.52474,                0.92256,              0.0081809,              0.0081809,              0.0081809
                    149,                0.72191,                0.44406,                0.86031,                0.91775,                0.82447,                0.87512,                0.61921,                0.84412,                0.52793,                0.91999,              0.0081685,              0.0081685,              0.0081685
                    150,                0.72879,                0.44682,                0.86246,                0.91207,                0.84698,                0.88202,                0.62362,                0.83791,                0.51471,                0.91973,              0.0081561,              0.0081561,              0.0081561
                    151,                0.71848,                0.44517,                0.85638,                0.90932,                0.82865,                0.88764,                0.62261,                0.83359,                0.52359,                 0.9157,              0.0081437,              0.0081437,              0.0081437
                    152,                0.71399,                0.43695,                0.85779,                0.91983,                0.80616,                0.88379,                0.61236,                0.85988,                0.52395,                0.92928,              0.0081314,              0.0081314,              0.0081314
                    153,                0.73018,                0.44922,                0.86037,                0.89829,                0.83801,                0.87369,                0.60491,                0.85561,                 0.5388,                0.92469,               0.008119,               0.008119,               0.008119
                    154,                0.70557,                0.43615,                0.86329,                0.87363,                0.84181,                0.86721,                0.59771,                0.84177,                0.52674,                0.92342,              0.0081066,              0.0081066,              0.0081066
                    155,                0.70388,                0.43345,                 0.8588,                0.92224,                0.79153,                0.86654,                0.61112,                0.83261,                0.53982,                 0.9181,              0.0080942,              0.0080942,              0.0080942
                    156,                 0.7193,                0.43936,                0.85791,                0.85551,                0.83674,                 0.8717,                0.60854,                0.84494,                0.52125,                0.92352,              0.0080819,              0.0080819,              0.0080819
                    157,                0.72833,                0.44267,                 0.8596,                0.89913,                0.83285,                0.88928,                0.62387,                 0.8299,                0.51027,                0.91718,              0.0080695,              0.0080695,              0.0080695
